SAMPLE	5UPKIR	HLA-E	HLA-G	KIR2DL1	KIR2DL2	KIR2DL3	KIR2DL4	KIR2DL5AB	KIR2DP1	KIR2DS1	KIR2DS2	KIR2DS3	KIR2DS4	KIR2DS5	KIR3DL1	KIR3DL2	KIR3DL3	KIR3DP1	KIR3DS1	LILRB1	LILRB2	LILRB3	LILRB4	LILRB5
1000206901	1.18708	1.03714	0.855613	1.10259	0.380477	0.577745	1.0241	1.03048	1.10467	0.776471	0.491327	0.904064	0.550489	0	0.651142	1.05103	1	1.11782	0.472595	0.534108	0.43834	0.199559	0.437951	0.444557
100102082	0.937036	0.772435	1.01041	0.974902	0	1.04312	0.984919	0	0.910477	0	0	0	0.926166	0	0.911545	1.10174	1	0.922553	0	0.486889	0.460969	0.400765	0.407981	0.323378
1001207701	1.02738	0.985414	0.951585	1.30657	0	1.04482	0.976258	0.00718661	0.984582	0	0	0	1.10956	0	1.04859	1.06737	1	1.16086	0	0.431973	0.495216	0.121638	0.515671	0.384173
1002209901	0.928053	0.883582	0.843637	0.579066	0.393036	0.496286	0.874708	0	0.386759	0	0.366506	0	0.829644	0	0.826696	0.893673	1	0.670491	0	0.496495	0.475792	0.394967	0.488192	0.429167
1003210301	0.901875	0.759029	0.723631	0.940794	0.390137	0.36073	1.24914	0.866746	0.856312	0.390374	0.418658	0.356992	0.505719	0.225631	0.746096	0.761619	1	1.12641	0.874899	0.435098	0.453825	0.106465	0.450046	0.523335
1004211301	0.984588	0.988995	0.925161	0.519042	0.471795	0.497593	1.02724	0.00306048	0.529216	0	0.49075	0	1.09691	0	1.08503	0.943887	1	1.03707	0	0.4968	0.458402	0.348835	0.623234	0.53183
1005214101	1.17464	0.805961	0.878221	1.04737	9.83382e-05	0.903876	0.953719	0	1.026	0	0	0	1.20052	0	0.948595	0.879655	1	1.23078	0	0.501584	0.488014	0.0135006	0.470536	0.510237
1007215301	1.21746	0.909037	0.876168	1.02353	1.00631	0	1.19192	1.3773	0.928591	0.394639	0.451054	1.18764	0.436502	0	0.625455	0.959265	1	0.952152	0.482774	0.545991	0.425161	0.341099	0.404617	0.474019
1008216701	1.24659	1.09008	0.929131	1.06309	0.586284	0.697107	0.902453	0.539182	1.58407	0	0.636543	0.46053	1.20259	0	1.19485	1.12872	1	1.12034	0	0.46225	0.482038	0.426152	0.467611	0.468379
1009228901	0.927812	1.0547	0.982939	1.01023	0	0.991261	1.20825	0	1.08126	0	0	0	1.02664	0	0.976064	1.20707	1	1.14751	0	0.498112	0.450898	0.186608	0.572703	0.462897
1010616901	1.25266	1.00904	1.12671	0.812155	0.427862	0.518894	1.05479	0.473133	0.644933	0.392037	0.446406	0	0.658733	0.303754	0.681093	1.11685	1	1.05725	0.647417	0.565188	0.540253	0.133972	0.541595	0.478238
101106071	0.971379	0.795583	0.942225	0.632237	0.918154	0	0.514009	0.92333	0.496613	0.547807	1.10112	0.302738	0.46892	0.196911	0.444112	0.928259	1	0.442116	0	0.522563	0.413347	0.264149	0.43248	0.383828
1011616902	0.891014	0.962668	0.951752	0.976841	0.472888	0.494691	0.832172	0.525788	1.19971	0.0202799	0	0	1.19469	0.29775	0.972184	0.955974	1	0.950872	0	0.473074	0.473056	0.411101	0.5672	0.559774
1012617701	0.698447	1.06661	0.914766	0.852382	0	0.938516	1.00754	0.471991	0.844897	0.435449	0	0	0.386438	0.292509	0.447057	0.879622	1	0.868758	0.643441	0.481344	0.514056	0.133838	0.515902	0.545109
1013617501	0.978076	0.788291	0.884175	0.48497	0	1.15945	0.443938	0	1.12437	0.400808	0	0	0.44142	0	0.470202	0.780373	1	0.40137	0	0.366047	0.48457	0.219232	0.510896	0.425338
1014604901	0.793696	0.861267	0.900368	1.06925	0	0.979348	0.869208	0.478319	0.822768	0.497195	0	0	0.422952	0.231707	0.651314	0.861589	1	1.02965	0.541079	0.371433	0.442012	0.134096	0.433122	0.393444
1015611101	1.0423	0.990953	0.891038	1.01366	0.481331	0.512699	0.974252	0.880911	1.30015	0.425366	0.413371	0.450604	0.48993	0.240695	0.527633	1.09386	1	0.832031	0.462335	0.446047	0.553749	0.0247228	0.507208	0.580699
1016611301	0.568881	1.02981	1.16199	1.10115	0.462708	0.475426	1.02574	0.458253	1.01064	0	0.585598	0.461805	0.910888	0	1.01613	1.05566	1	0.967466	0	0.514818	0.491158	0.196588	0.44493	0.467151
1017620101	0.733576	0.702327	0.791658	0.809659	0.00352204	0.808474	0.821416	0.423396	0.786374	0.377264	0	0	0.489064	0.178724	0.455389	0.822551	1	0.889991	0.498524	0.473296	0.422428	0.21929	0.439987	0.426826
1018621701	0.825188	0.826381	0.698251	0.542739	0.304374	0.508608	0.886951	0.433263	0.343254	0.500129	0.408276	0	0.537974	0.241596	0.724161	0.789052	1	0.965181	0.57627	0.508063	0.38938	0.0182193	0.41079	0.368297
1019621702	1.11967	0.791054	1.03926	0.978731	6.63223e-05	1.07305	0.988679	0	1.17023	0	0	0	1.09209	0	0.941865	0.973763	1	1.02192	0	0.472271	0.398597	0.22079	0.487846	0.444143
1020330101	0.917564	0.9997	0.949264	0.935765	0	1.18196	0.929778	0	0.995316	0	0	0	1.03583	0	1.06368	0.847157	1	0.988057	0	0.501336	0.527567	0.134656	0.52369	0.339542
102116021	1.37154	0.951915	0.912134	0.925027	0	1.13367	0.994409	0	1.0233	0	0	0	1.05503	0	1.14861	0.97335	1	0.850141	0	0.559685	0.493789	0.209465	0.580318	0.427161
1022306301	1.0738	0.750056	0.699787	0.589625	0.948894	0	0.964103	0.404015	0.429705	0.00917089	0.742374	0	0.987048	0.216457	0.767823	0.809443	1	0.931867	0	0.439041	0.435204	0.407423	0.45849	0.421652
10227052	1.17775	0.896269	0.785215	0.926335	0.451564	0.544888	1.04092	1.0061	0.959517	0.506048	0.399149	0.381865	0.479127	0.255168	0.537193	1.00838	1	0.880899	0.418199	0.368295	0.395975	0.312781	0.443561	0.457438
1023311101	1.19358	0.881237	0.85146	0.954085	0.494051	0.452059	1.04805	1.40921	1.01809	0.841754	0.458568	0.400842	0	0.451165	0.0116279	0.984283	1	1.04807	0.937529	0.51614	0.463512	0.101068	0.479154	0.417166
1024311301	1.22672	0.950882	0.918458	0.874808	0.508418	0.502255	1.04408	0.977151	1.1989	0.451744	0.474205	0.373477	0.424907	0.237756	0.491621	0.92376	1	0.888218	0.492518	0.511453	0.476342	0.182454	0.449962	0.512209
1025318501	1.18981	0.798342	0.864642	1.02607	0	0.923525	0.916335	0.465154	0.921878	0.565995	0	0	0.510904	0.243726	0.630775	0.974871	1	0.958216	0.341351	0.478002	0.466532	0.200094	0.468134	0.321019
1026319101	0.800157	0.786902	0.860465	0	0.80313	0	0.908563	0	0	0	1.02295	0	1.01108	0	0.808134	0.924149	1	0.947725	0	0.387345	0.386955	0.0280344	0.471555	0.404854
1027328701	1.26892	0.813497	0.94123	0.875098	0	0.9889	1.03161	1.00016	0.767946	1.10775	0	0	0	0.432485	0	0.878611	1	0.665729	0.942073	0.486364	0.416382	0.127374	0.414045	0.327637
1028328901	0.966206	0.901741	0.961518	1.06281	0	0.92187	1.03167	0.407795	0.996514	0.634991	0	0	0.50686	0.20064	0.540095	1.02565	1	1.0029	0.524062	0.541314	0.46486	0.048374	0.478155	0.500985
1029307901	1.00565	0.950237	0.893481	0.366274	0.451159	0.531019	1.17685	0	0.644488	0	0.489156	0	0.984957	0	1.08176	1.03259	1	0.930766	0	0.46589	0.469728	0.0632659	0.500532	0.560395
1030315301	1.15192	0.956237	0.880556	0.65681	0.45525	0.389373	0.923925	0.499066	0.458315	0.488908	0.485422	0	0.463875	0.268742	0.490184	0.865219	1	1.10279	0.450848	0.535043	0.353701	0.0811475	0.457292	0.412571
103116022	1.07273	0.950255	1.32971	0.670198	0.52582	0.466884	0.511417	0.538295	0.397195	0.490858	0.460524	0	0.627368	0.190952	0.552734	1.25214	1	0.4802	0	0.582231	0.460777	0.206771	0.505644	0.39013
1031824301	0.999266	1.04258	0.863796	1.03696	0.506045	0.463624	1.07278	1.46673	1.10217	0.921163	0.514271	0.41775	0	0.562252	0	1.00212	1	1.06169	1.12605	0.431589	0.462226	0.130573	0.495083	0.47912
1032827101	0.956439	0.860453	0.740519	1.08584	0.441546	0.517478	1.17379	1.0135	0.967189	0.454641	0.562925	0.505781	0.548234	0.238964	0.568062	0.953193	1	0.931871	0.597334	0.553735	0.449715	0.19893	0.429747	0.460216
1034803101	1.26593	0.911099	0.91982	1.00008	0.484903	0.458796	0.899742	1.01045	1.10116	0.452644	0.476711	0.384068	0.533556	0.258633	0.746449	0.881324	1	1.06479	0.465381	0.458039	0.428377	0.0582302	0.516668	0.487335
1035816701	1.16699	0.871196	0.763583	0.656385	0.421518	0.510922	1.05214	0.4297	0.412436	0.256605	0.639572	0	0.351557	0.2207	0.625167	0.769016	1	1.0637	0.515795	0.447407	0.383886	0.241171	0.470144	0.409196
1036806701	0.932894	0.872164	0.800599	1.03653	0.346287	0.408538	0.745871	0.475536	0.816985	0.0124041	0	0	0.7339	0.206245	0.886145	0.764209	1	0.780288	0	0.45643	0.42811	0.475251	0.450364	0.413244
1037800501	0.884977	0.815268	0.881444	0.785995	0	1.00352	0.903336	0.473441	1.05425	0.464413	0	0	0.500624	0.188882	0.538678	0.843336	1	0.914704	0.427384	0.480877	0.469876	0.29328	0.395901	0.413144
1038800301	1.03188	1.12662	1.20416	1.19632	0.446471	0.610354	1.04502	0.544648	0.904951	0	0.43802	0.478534	1.14491	0	1.24591	0.854331	1	1.1195	0	0.496587	0.419778	0.197043	0.429295	0.44841
1039801301	1.12053	1.09315	1.01562	1.2519	0.0125	0.92829	1.2156	0	1.02889	0	0	0	1.10765	0	1.18455	0.941126	1	1.10249	0	0.526165	0.51136	0.223486	0.480856	0.483984
1040822501	1.10869	0.791582	0.809793	1.08362	0.417982	0.547787	0.919037	0.935241	0.95571	0.511401	0.509446	0.334059	0.446823	0.204346	0.521344	0.938669	1	0.83454	0.414809	0.514231	0.46014	0.362368	0.462213	0.462843
104116082	0.862662	0.872966	0.838876	0.577212	0.426697	0.461712	0.987588	0	0.445423	0	0.524134	0	0.901675	0	0.988777	1.14085	1	0.983126	0	0.420061	0.447097	0.138194	0.360757	0.48269
1041302101	0.936432	0.862128	1.03819	0.547512	0.490726	0.627168	1.09014	0	0.486506	0	0.449305	0	1.09851	0	1.19566	0.820423	1	1.14894	0	0.454625	0.364099	0.277112	0.564866	0.429954
1042404301	0.857475	0.954467	0.838405	1.02193	0.488542	0.472167	0.926148	0.502478	0.823688	0	0.534359	0.394932	0.92655	0	0.989024	1.01409	1	0.926607	0	0.477806	0.453402	0.0251413	0.543273	0.489909
1043306901	1.02855	1.0406	0.843122	0.956758	0.612916	0.522597	1.11723	0.966924	0.994985	0.52415	0.455891	0.328287	0.500407	0.299853	0.673369	1.08901	1	1.11597	0.66168	0.434813	0.412944	0.0473872	0.540531	0.582888
1044307701	1.13344	0.968259	0.843641	1.11967	0	0.9957	0.950041	0	1.15499	0	0	0	1.12472	0	1.02124	0.893546	1	1.09135	0	0.471027	0.545146	0.153291	0.436638	0.522156
1045318901	1.08611	0.976348	0.969937	1.20962	0.375175	0.57106	1.13003	0.591693	1.16375	0.0140678	0	0	1.09535	0.230482	1.34261	1.02121	1	1.11	0	0.519866	0.463346	0.172114	0.475019	0.386681
1046324501	1.11	0.8944	0.968992	1.27185	0	0.669544	1.1561	1.68867	1.0505	1.16176	0.43682	0.517215	0	0.494498	0	1.03328	1	0.78572	1.08161	0.486038	0.452431	0.300988	0.528085	0.362766
1047326101	0.759274	1.10026	0.883154	1.05164	0	1.1707	0.995739	0	0.960365	0	0	0	0.931015	0	1.09574	1.0883	1	1.0217	0	0.465346	0.402249	0.55206	0.420789	0.443502
1048328901	0.793823	0.789594	0.779852	0.44688	0.406292	0.404835	0.783014	0.39311	0.462404	0.346325	0.370737	0	0.404583	0.218939	0.413969	0.801677	1	0.872971	0.454895	0.501534	0.4955	0.0508386	0.428772	0.531622
1050333901	1.24153	0.801334	1.0282	1.10427	0	0.799063	0.950786	0.470413	0.950487	0.535143	0	0	0.471116	0.242516	0.672226	0.859863	1	0.853295	0.424653	0.4871	0.472525	0.200197	0.486457	0.506505
1051007301	1.0506	1.00359	1.1179	1.08506	0	1.00171	1.04978	0.00102354	1.00083	0	0	0	1.04821	0	1.04456	1.1133	1	0.980903	0	0.569712	0.539352	0.0601349	0.625883	0.48206
1052007701	0.734864	0.855871	0.797428	0.378189	0.450658	0	0.746737	0.413193	0.424045	0.333908	0.548415	0	0.420124	0.218381	0.456164	0.845948	1	0.758153	0.424293	0.421281	0.475057	0.157116	0.490081	0.436282
1053009701	0.922352	0.811118	0.737135	0.78943	0	0.93131	0.928659	0	0.88808	0	0	0	0.973242	0	0.831161	0.894609	1	0.910287	0	0.395232	0.358273	0.0335977	0.481815	0.433242
105301031	0.968953	0.8396	0.905907	0.984233	0	1.01655	0.919763	1.56194e-05	0.689942	0	0	0	0.92648	0	0.984602	0.762035	1	1.01684	0	0.396037	0.481767	0.147753	0.496757	0.429566
1054020501	1.01885	0.759266	0.822449	0.879684	0.478438	0.427278	0.973472	0.827298	0.902067	0.569325	0.392657	0.407271	0.435482	0.213271	0.480862	0.961745	1	0.944746	0.344627	0.479557	0.430272	0.27831	0.417367	0.39687
1055016301	0.930103	0.911255	0.847815	1.01137	0.467729	0.499771	0.943733	0.961618	0.98808	0.421925	0.439006	0.761868	0.453926	0	0.452755	0.810138	1	0.86394	0.546681	0.456609	0.461072	0.224675	0.529263	0.402205
1057014701	1.23219	1.05574	0.955626	0.94736	0	1.14547	1.18664	0.000174286	1.01838	0	0	0	1.05849	0	1.07448	0.891486	1	0.946432	0	0.415914	0.40854	0.35094	0.465055	0.476191
1058009901	0.754529	0.785626	0.821439	0.791157	0	0.862672	0.790803	0	0.887225	0	0	0	0.785623	0	0.894091	0.800505	1	0.755293	0	0.387418	0.343541	0.192618	0.4901	0.329526
1059310901	0.715324	0.726887	0.826634	0.407792	0.00311072	1.04191	0.481488	0.877903	0.460032	0.739158	0	0	0	0.389213	0	0.976059	1	0.413088	0.528199	0.43982	0.33212	0.150916	0.397868	0.345578
1060302901	0.680149	0.828903	0.867022	0.523807	0.843027	0.015625	0.699296	0.477975	0.407577	0	0.769436	0.35217	0.747049	0	0.899228	0.915532	1	0.835531	0	0.414311	0.439789	0.16772	0.46839	0.496536
1061309301	1.11129	0.851467	0.874612	0.465036	0.43421	0.498593	0.963942	0	0.462054	0	0.513608	0	0.924942	0	1.02346	0.811597	1	0.996232	0	0.423897	0.454831	0.20416	0.563661	0.461739
1062301301	0.978158	0.817284	0.683977	0.669882	0.753505	0	0.706981	0.420251	0.355471	0.0120045	0.376626	0.239163	0.929424	0	0.793272	0.764309	1	0.850828	0	0.419255	0.387734	0.165998	0.386695	0.412014
106301032	0.835007	0.869327	0.796396	1.03534	0.881765	0	0.900693	0.819125	0.940347	0.0148667	0.701945	0.340307	0.931305	0.24008	1.00654	0.797284	1	0.900641	0	0.436716	0.498366	0.246337	0.501854	0.397909
1063331501	0.977223	0.907148	1.01786	0.907132	0	0.919877	1.08724	0.485241	1.07359	0.425365	0	0	0.561671	0.258696	0.617339	0.87445	1	0.956567	0.511956	0.484721	0.432792	0.180592	0.527197	0.490415
1064331901	0.969554	1.06197	1.11013	1.0399	0.446881	0.493557	1.0755	0.908689	0.892923	0.452005	0.423974	0.344785	0.625882	0.263351	0.617423	0.934859	1	0.979865	0.429038	0.488204	0.421665	0.203525	0.497734	0.537512
1065307801	1.08291	1.19226	0.935215	0.010737	1.05911	0	0.95207	0	0	0	1.05111	0	1.02773	0	1.09205	0.974719	1	1.12476	0	0.517499	0.557081	0.217019	0.596857	0.480092
1066300601	1.21467	0.973072	0.972993	1.21212	0.488582	0.484608	1.01463	0.480717	1.03239	0	0.541603	0.350801	0.86548	0	0.978342	1.30049	1	1.34038	0	0.567945	0.38025	0.184122	0.554481	0.529775
1067305201	1.27211	0.869519	1.15111	0.666958	1.11969	0	1.00228	1.16988	0.69834	0.371994	1.29768	0.938129	0.642647	0	0.71781	0.986546	1	1.11567	0.53506	0.588036	0.489875	0.0269179	0.638087	0.471654
1068305301	1.30163	1.13952	1.27856	0.0231829	1.11334	0	0.578431	0.499333	0	0.611926	1.16062	0	0.692348	0.249182	0.562241	1.27871	1	0.562397	0	0.515331	0.578112	0.16396	0.458035	0.435581
1069305601	1.10906	1.03	1.22923	1.10259	0	1.11498	1.26306	0	1.03696	0	0	0	1.22733	0	1.16642	0.938186	1	1.05622	0	0.505841	0.377804	0.026523	0.60396	0.438473
1070309701	1.27368	0.996158	0.839671	1.15302	0	1.11573	1.02351	0	1.18814	0	0	0	1.08445	0	1.06252	1.09616	1	0.970073	0	0.517948	0.369799	0.162064	0.454114	0.364011
1071310701	1.34608	0.827333	0.830725	1.05917	0.562845	0.56067	0.930764	0.851645	1.08299	0.602467	0.455596	0.793936	0.489896	0	0.554339	1.14528	1	0.978577	0.415806	0.477937	0.427258	0.288423	0.49589	0.366456
1072310801	0.755341	0.679239	0.731255	0.362588	0.312374	0.47624	0.71422	0.424668	0.415229	0.37784	0.427639	0	0.399261	0.245965	0.447288	0.881467	1	0.716244	0.442124	0.441348	0.376544	0.271547	0.432729	0.35904
107301101	1.10929	0.899229	0.855801	0.777453	0	0.905823	0.723462	0.345708	0.839227	0.348181	0	0	0.429647	0.210493	0.459466	0.785455	1	0.952	0.380793	0.533499	0.450736	0.178318	0.497286	0.429159
1073306701	0.886347	1.09233	0.974512	0.845123	0.475214	0.555578	1.09251	0.520214	1.3127	0	0.367083	0.444104	0.987569	0	0.949915	0.999647	1	0.839339	0	0.430511	0.496331	0.215333	0.519406	0.447799
1074415201	0.928908	0.907405	0.987168	1.05884	0.0014822	1.06669	0.963897	0	1.11841	0	0	0	1.01906	0	1.06489	1.02195	1	1.01558	0	0.5082	0.425382	0.281644	0.436708	0.367891
1075415202	1.01242	1.04311	1.06601	0.952833	0.000772092	0.935703	1.14748	0	1.07903	0	0	0	0.986724	0	1.06261	1.1733	1	1.23548	0	0.459022	0.57215	0.361786	0.508413	0.528378
1076406101	1.32408	1.08321	0.896042	1.02437	0.455987	0.494415	0.913279	0.49847	0.912318	0	0.514458	0.407695	1.03445	0	1.09753	0.823915	1	1.06193	0	0.466123	0.496195	0.27579	0.454887	0.365787
1077418301	0.993558	0.87915	0.831871	0.750955	0.43558	0.374608	0.882555	0.437494	1.10251	0.0178621	0	0	0.901134	0.216778	0.956957	0.953463	1	0.851849	0	0.418872	0.38641	0.235085	0.426119	0.335562
1078415001	1.04515	1.08756	0.983645	1.43199	0	1.23004	1.12594	0	0.928482	0	0	0	1.06977	0	1.05726	1.05404	1	0.939334	0	0.505865	0.531275	0.259339	0.496088	0.460026
1079410601	1.02637	0.749583	0.764508	0.951517	0.343748	0.441286	0.97167	0.77236	1.02455	0.470855	0.533579	0.343576	0.44529	0.22932	0.530183	0.83993	1	0.834463	0.358037	0.423877	0.440507	0.191188	0.476496	0.460281
1080414201	1.00161	0.894042	0.959333	1.06034	0.474248	0.528572	1.01731	0.853169	1.11004	0.573336	0.455133	0.365114	0.576951	0.318574	0.587878	1.0105	1	1.08481	0.448779	0.557296	0.501621	0.0221279	0.57404	0.62943
1081411201	0.995664	1.13483	0.998897	1.12749	0.497438	0.493517	0.967946	0.557587	0.99525	0.00968082	0	0	1.02308	0.201712	1.07401	1.03076	1	0.845252	0	0.468441	0.451506	0.0931762	0.496139	0.609353
1082416301	1.15783	0.876008	0.915003	0.609568	0.396356	0.584035	1.19382	0.503718	0.55915	0.565007	0.585631	0	0.462354	0.27151	0.537052	0.970525	1	1.02043	0.52519	0.508283	0.543238	0.215674	0.514653	0.477377
108303082	1.3054	0.991174	1.3269	0.612129	0.50559	0.536933	0.900988	0.000551547	0.623635	0	0.57046	0	1.05626	0	1.15867	1.18314	1	1.13372	0	0.666212	0.500281	0.177501	0.588968	0.61708
1083645101	1.16071	0.932419	0.857498	1.03503	0.0195345	1.11951	1.5551	0.465301	1.16474	0.482172	0	0	0.564178	0.24304	0.675691	0.957961	1	1.71304	1.06336	0.52039	0.551302	0.148522	0.344269	0.428324
1084649101	0.919305	0.983444	0.926543	0.599438	0.918884	0	1.13543	0.576352	0.55596	0.0342884	0.404314	0	1.05614	0.230052	1.12015	0.831666	1	1.08633	0	0.454165	0.492768	0.267837	0.481963	0.530816
1085674901	1.15874	0.859392	1.13123	1.05284	0	1.13666	1.06606	0.000785612	1.11774	0	0	0	1.03435	0	1.04099	1.05947	1	1.26369	0	0.436493	0.529754	0.0446734	0.538551	0.473423
1086675791	0.986874	1.05213	0.933331	1.07129	0.328688	0.439906	1.00425	0.433241	1.08382	0	0.462993	0.44363	0.993705	0	0.820192	0.843096	1	1.08941	0	0.46117	0.487043	0.368611	0.512914	0.433078
1087643301	0.93727	1.00356	0.9228	0.715948	0.848952	0	1.02249	0.466534	0.492033	0	0.990052	0.45905	1.0947	0	1.14039	0.972842	1	1.04103	0	0.488293	0.54038	0.195233	0.545065	0.515308
1088603301	1.09093	0.8787	0.904683	0.934613	0.0113636	0.934914	0.94361	0	0.997228	0	0	0	0.967108	0	1.00531	0.905369	1	1.0404	0	0.398654	0.473734	0.136845	0.610077	0.463456
1089637701	1.05471	1.03977	1.03008	0.506712	0.437326	0.53524	0.900125	0.538307	0.495386	0.518527	0.415675	0	0.592519	0.245556	0.722792	0.879442	1	1.00149	0.535657	0.467685	0.55456	0.0659609	0.583495	0.542552
1090670301	0.733193	0.793766	0.921931	0.797659	0.371191	0.351884	0.873281	1.05708	0.778481	0.496797	0.485785	0.727838	0.451656	0	0.523151	1.04875	1	0.910513	0.441375	0.43677	0.408756	0.21845	0.440251	0.356343
1091616501	0.877639	0.838429	0.788725	0.891815	0	0.877839	0.854185	0	1.15427	0	0	0	0.836648	0	0.828898	1.08136	1	0.912754	0	0.426724	0.393424	0.211051	0.491489	0.386763
1092662101	1.1273	0.848046	0.883485	0.440696	0.465757	0.471764	0.444603	0.473218	0.521171	0.503248	0.459015	0	0.450649	0.22394	0.479125	1.09473	1	0.513026	0	0.404184	0.401753	0.1543	0.402897	0.44172
109303083	0.925958	1.03387	0.988158	0.612676	0.58846	0.403146	1.07568	0	0.519989	0	0.530083	0	0.989283	0	1.00268	1.2483	1	0.967664	0	0.550539	0.503536	0.241252	0.490987	0.523833
1093410201	0.817177	0.858244	0.796662	0.961618	0.0107202	1.19695	0.941156	0.00376992	0.834359	0	0	0	1.11338	0	1.019	0.844881	1	0.941302	0	0.478481	0.450866	0.00920265	0.439485	0.416477
1094410202	1.03176	0.986729	1.06799	0.596124	0.452333	0.605063	1.03849	0	0.523231	0	0.552125	0	1.06836	0	0.954567	1.03222	1	0.975771	0	0.537403	0.524465	0.0861301	0.511663	0.612157
1095415601	0.836973	0.847588	0.742202	0.904723	0.0111111	0.819829	0.734971	0	0.729265	0	0	0	0.736472	0	0.78778	0.637046	1	0.71921	0	0.473372	0.341072	0.142741	0.501099	0.386976
1096407801	1.17254	1.23418	1.10508	1.18844	0	1.31833	1.05162	0	1.25316	0	0	0	1.02648	0	1.10544	1.27974	1	1.05437	0	0.591816	0.439252	0.179304	0.439911	0.502251
1097223901	0.758067	1.00947	0.774958	0.0199639	0.992891	0	1.19772	0	0	0	1.125	0	1.04289	0	1.07677	1.04166	1	1.06777	0	0.523203	0.52623	0.398268	0.518929	0.46321
1098222101	1.0231	0.85594	0.939573	0.885857	0	0.939216	0.962242	0	0.859993	0	0	0	0.807727	0	0.862595	1.02519	1	0.906597	0	0.411301	0.388929	0.330752	0.441253	0.436704
1099223302	0.739421	0.963824	0.760217	0.43837	0.375308	0.388937	0.938362	0.572146	0.423867	0.39914	0.572883	0	0.440718	0.258473	0.62125	0.875404	1	0.953133	0.524662	0.488694	0.362347	0.186218	0.513896	0.437552
1101303201	1.17201	0.852498	0.712427	0.945836	0	0.903808	0.95782	0	1.07686	0	0	0	0.890671	0	0.926791	0.902604	1	0.960245	0	0.375065	0.364608	0.32151	0.510359	0.447267
1102304001	1.11478	0.778237	0.947047	1.03235	1.07783	0.0192308	1.21886	0.95012	0.912186	0	1.04419	0.780509	0.844403	0	1.12269	0.888916	1	1.14249	0	0.468217	0.565474	0.103126	0.542294	0.462132
110306031	1.02689	0.911913	0.964105	0.934602	0.0142857	0.835449	0.989099	0.526379	1.03913	0.550839	0	0	0.526899	0.271734	0.715307	1.13481	1	1.01885	0.460197	0.426853	0.3871	0.267583	0.455199	0.445003
1103307601	1.08422	0.992148	0.806592	0.974393	0.472402	0.513633	0.930375	0.499921	0.901228	0	0.482253	0.512526	1.04037	0	1.01378	1.24124	1	1.2014	0	0.505215	0.498598	0.230005	0.522396	0.475095
1104308401	0.852813	0.988047	0.94026	0.570067	0.415466	0.529129	0.924873	0	0.591699	0	0.475595	0	0.490512	0	0.848623	0.387644	1	0.863665	0	0.492736	0.506383	0.18554	0.522408	0.385521
1105309301	0.995623	1.01185	0.928589	1.00616	0	0.94441	1.00265	0	1.10416	0	0	0	1.00006	0	1.05861	1.05739	1	0.967496	0	0.373101	0.435226	0.0590347	0.480096	0.44009
1106309302	1.13794	0.822601	0.862208	1.27456	0.45241	0.504813	0.947636	0.886328	1.14654	0.582648	0	0	0.499137	0.464261	0.704477	0.856464	1	1.13407	0.663232	0.468949	0.412652	0.148645	0.458837	0.389056
1107311001	0.976748	0.929972	1.0735	0.716756	0.509629	0.440246	1.69604	0.400368	0.472514	0.365139	0.556301	0	0.46913	0.24496	0.737843	1.14387	1	1.49764	1.17047	0.479998	0.463595	0.14168	0.447103	0.565696
1108317201	0.987155	1.01998	0.86473	1.00393	0	1.05842	1.09249	0.00180783	1.1128	0	0	0	1.06008	0	1.03829	0.845728	1	1.01689	0	0.656233	0.439069	0.0829929	0.517201	0.533266
1109317202	1.11921	0.906941	0.799306	1.03432	0.00592929	0.92338	1.11291	0	0.948813	0	0	0	1.03873	0	1.05983	0.992251	1	0.872723	0	0.431059	0.482194	0.275755	0.458496	0.517361
1110318701	1.07381	0.997275	0.926314	1.01493	0.430778	0.643169	1.09849	1.01789	1.01105	0.555574	0.555178	0.461275	0.430041	0.287105	0.69817	0.976871	1	1.16615	0.546838	0.555731	0.49082	0.283397	0.546572	0.471728
1111319301	1.13337	0.852908	0.858446	0.627202	0.393168	0.534419	0.493213	0.968519	0.518924	0.904123	0.590776	0.411039	0	0.203759	0.0166667	1.04925	1	0.601118	0.476852	0.543752	0.41651	0.19467	0.53772	0.480652
1112517801	1.39271	0.961308	1.08318	1.10954	0.563195	0.523413	1.19801	0.463062	1.05896	0	0.680394	0	1.12168	0.262905	0.990126	0.898074	1	1.02647	0	0.58187	0.5034	0.189126	0.639847	0.541238
111306051	0.66194	0.909686	0.871029	0.600451	0.870655	0	0.874519	0.431113	0.384967	0	0.800689	0.33596	0.805791	0	0.873625	0.970718	1	0.837288	0	0.506581	0.536155	0.194734	0.548601	0.420168
1113557401	0.977422	0.867115	0.840973	0.915413	0	0.922252	1.00507	0.582552	0.728889	0.456224	0	0	0.432308	0.23109	0.552585	0.906551	1	0.950653	0.436131	0.490541	0.447633	0.304555	0.461091	0.437286
1114222501	1.1323	0.931898	0.952762	1.0252	0.000532992	0.869187	0.950635	0	1.09809	0	0	0	0.490863	0	0.753513	0.61363	1	0.862537	0	0.513292	0.50594	0.496024	0.50428	0.4521
1115534601	1.1736	0.991897	0.746137	1.02694	0.493888	0.506052	1.28849	0.326768	1.31541	0	0.463324	0.320466	1.08329	0	0.858108	0.927447	1	1.44336	0.40535	0.479004	0.486859	0.0384933	0.504488	0.432184
