Sample	Gene	Ratio	Heterozygosis	Order
683407031	HLA-E	0.778244	heterozygosis: unknown	110
435800114	HLA-E	0.778728	heterozygosis: unknown	111
319416011	HLA-E	0.779044	heterozygosis: unknown	112
226505041	HLA-E	0.779951	heterozygosis: unknown	113
204327071	HLA-E	0.780855	heterozygosis: unknown	114
620523031	HLA-E	0.781113	heterozygosis: yes (1-2)	115
288920032	HLA-E	0.781192	heterozygosis: unknown	116
210800076	HLA-E	0.781581	heterozygosis: yes (1-2)	117
26312102	HLA-E	0.782991	heterozygosis: yes (1-2)	118
245309062	HLA-E	0.783084	heterozygosis: unknown	119
847939062	HLA-E	0.783430	heterozygosis: unknown	120
408000441	HLA-E	0.783430	heterozygosis: yes (1-2)	121
543236031	HLA-E	0.783614	heterozygosis: unknown	122
1335501701	HLA-E	0.783954	heterozygosis: yes (1-2)	123
392400061	HLA-E	0.784189	heterozygosis: unknown	124
1216606101	HLA-E	0.784602	heterozygosis: unknown	125
33838042	HLA-E	0.784735	heterozygosis: unknown	126
210800128	HLA-E	0.785188	heterozygosis: unknown	127
524900021	HLA-E	0.785340	heterozygosis: unknown	128
1058009901	HLA-E	0.785626	heterozygosis: unknown	129
210800034	HLA-E	0.785771	heterozygosis: unknown	130
656901101	HLA-E	0.786058	heterozygosis: unknown	131
474730041	HLA-E	0.786301	heterozygosis: unknown	132
1026319101	HLA-E	0.786902	heterozygosis: unknown	133
431106051	HLA-E	0.786919	heterozygosis: unknown	134
1251233701	HLA-E	0.787138	heterozygosis: unknown	135
278900185	HLA-E	0.787336	heterozygosis: unknown	136
869541071	HLA-E	0.787730	heterozygosis: unknown	137
1013617501	HLA-E	0.788291	heterozygosis: unknown	138
1048328901	HLA-E	0.789594	heterozygosis: unknown	139
1266700901	HLA-E	0.790548	heterozygosis: unknown	140
671208082	HLA-E	0.790735	heterozygosis: unknown	141
1019621702	HLA-E	0.791054	heterozygosis: yes (1-2)	142
1040822501	HLA-E	0.791582	heterozygosis: yes (1-2)	143
210800011	HLA-E	0.791976	heterozygosis: yes (1-2)	144
842112081	HLA-E	0.793512	heterozygosis: unknown	145
1090670301	HLA-E	0.793766	heterozygosis: unknown	146
507933012	HLA-E	0.794042	heterozygosis: unknown	147
210800125	HLA-E	0.794816	heterozygosis: yes (1-2)	148
297100011	HLA-E	0.795104	heterozygosis: yes (1-2)	149
101106071	HLA-E	0.795583	heterozygosis: unknown	150
814903031	HLA-E	0.796571	heterozygosis: unknown	151
1329603702	HLA-E	0.796582	heterozygosis: yes (1-2)	152
416215041	HLA-E	0.797213	heterozygosis: yes (1-2)	153
379007151	HLA-E	0.797648	heterozygosis: unknown	154
566106091	HLA-E	0.797666	heterozygosis: unknown	155
1025318501	HLA-E	0.798342	heterozygosis: unknown	156
1122217501	HLA-E	0.799366	heterozygosis: unknown	157
258801022	HLA-E	0.799440	heterozygosis: unknown	158
1283622602	HLA-E	0.799476	heterozygosis: unknown	159
513111021	HLA-E	0.800425	heterozygosis: unknown	160
210800021	HLA-E	0.800746	heterozygosis: unknown	161
1050333901	HLA-E	0.801334	heterozygosis: unknown	162
849106091	HLA-E	0.801892	heterozygosis: unknown	163
1197502501	HLA-E	0.802330	heterozygosis: unknown	164
631000405	HLA-E	0.802480	heterozygosis: yes (1-2)	165
159210011	HLA-E	0.802717	heterozygosis: unknown	166
403611041	HLA-E	0.803396	heterozygosis: unknown	167
1273214701	HLA-E	0.803906	heterozygosis: yes (1-2)	168
210800139	HLA-E	0.803954	heterozygosis: unknown	169
528900061	HLA-E	0.804192	heterozygosis: unknown	170
324708111	HLA-E	0.804558	heterozygosis: unknown	171
853216071	HLA-E	0.804984	heterozygosis: unknown	172
1223818501	HLA-E	0.805126	heterozygosis: unknown	173
1005214101	HLA-E	0.805961	heterozygosis: unknown	174
210800064	HLA-E	0.806237	heterozygosis: yes (1-2)	175
659404021	HLA-E	0.806280	heterozygosis: unknown	176
619507061	HLA-E	0.806295	heterozygosis: unknown	177
182806101	HLA-E	0.808165	heterozygosis: unknown	178
1161560701	HLA-E	0.808213	heterozygosis: unknown	179
210800044	HLA-E	0.808232	heterozygosis: yes (1-2)	180
858000540	HLA-E	0.808366	heterozygosis: unknown	181
1127231901	HLA-E	0.809057	heterozygosis: unknown	182
413620032	HLA-E	0.809715	heterozygosis: unknown	183
208320012	HLA-E	0.810799	heterozygosis: unknown	184
840007041	HLA-E	0.810999	heterozygosis: unknown	185
1053009701	HLA-E	0.811118	heterozygosis: yes (1-2)	186
289911091	HLA-E	0.811333	heterozygosis: unknown	187
68922043	HLA-E	0.811581	heterozygosis: yes (1-2)	188
641427041	HLA-E	0.811659	heterozygosis: unknown	189
113306062	HLA-E	0.812058	heterozygosis: unknown	190
210800120	HLA-E	0.812384	heterozygosis: unknown	191
21309053	HLA-E	0.812413	heterozygosis: unknown	192
580000088	HLA-E	0.812656	heterozygosis: unknown	193
462911072	HLA-E	0.813409	heterozygosis: unknown	194
1027328701	HLA-E	0.813497	heterozygosis: yes (1-2)	195
538224061	HLA-E	0.814448	heterozygosis: unknown	196
1037800501	HLA-E	0.815268	heterozygosis: unknown	197
497413041	HLA-E	0.815271	heterozygosis: unknown	198
1191526001	HLA-E	0.815888	heterozygosis: yes (1-2)	199
221409101	HLA-E	0.815981	heterozygosis: unknown	200
868610051	HLA-E	0.816244	heterozygosis: unknown	201
210800094	HLA-E	0.817169	heterozygosis: yes (1-2)	202
1062301301	HLA-E	0.817284	heterozygosis: unknown	203
464151061	HLA-E	0.818020	heterozygosis: yes (1-2)	204
830203042	HLA-E	0.818822	heterozygosis: unknown	205
612206051	HLA-E	0.819063	heterozygosis: unknown	206
210800111	HLA-E	0.819145	heterozygosis: yes (1-2)	207
469217021	HLA-E	0.820109	heterozygosis: unknown	208
210800117	HLA-E	0.820251	heterozygosis: unknown	209
259801031	HLA-E	0.820859	heterozygosis: unknown	210
815407031	HLA-E	0.820907	heterozygosis: unknown	211
446303051	HLA-E	0.821253	heterozygosis: yes (1-2)	212
404808011	HLA-E	0.822253	heterozygosis: unknown	213
1106309302	HLA-E	0.822601	heterozygosis: unknown	214
140706102	HLA-E	0.822733	heterozygosis: unknown	215
235414031	HLA-E	0.823619	heterozygosis: unknown	216
1287202101	HLA-E	0.823890	heterozygosis: unknown	217
1311000301	HLA-E	0.824524	heterozygosis: unknown	218
696206071	HLA-E	0.825639	heterozygosis: unknown	219
210800053	HLA-E	0.826065	heterozygosis: unknown	220
1018621701	HLA-E	0.826381	heterozygosis: yes (1-2)	221
679226032	HLA-E	0.826732	heterozygosis: unknown	222
1071310701	HLA-E	0.827333	heterozygosis: unknown	223
232503031	HLA-E	0.827783	heterozygosis: unknown	224
577000032	HLA-E	0.827929	heterozygosis: unknown	225
63929012	HLA-E	0.828431	heterozygosis: yes (1-2)	226
348814061	HLA-E	0.828590	heterozygosis: unknown	227
210800059	HLA-E	0.828866	heterozygosis: unknown	228
1060302901	HLA-E	0.828903	heterozygosis: unknown	229
579020062	HLA-E	0.829275	heterozygosis: unknown	230
1285201401	HLA-E	0.829346	heterozygosis: unknown	231
1194402801	HLA-E	0.829351	heterozygosis: unknown	232
596906101	HLA-E	0.829764	heterozygosis: yes (1-2)	233
496917101	HLA-E	0.830694	heterozygosis: yes (1-2)	234
1116208702	HLA-E	0.830862	heterozygosis: unknown	235
1243300102	HLA-E	0.831167	heterozygosis: unknown	236
1211205401	HLA-E	0.831405	heterozygosis: unknown	237
290907011	HLA-E	0.831553	heterozygosis: unknown	238
339028131	HLA-E	0.831630	heterozygosis: yes (1-2)	239
210800134	HLA-E	0.831780	heterozygosis: unknown	240
203323011	HLA-E	0.832182	heterozygosis: unknown	241
393400101	HLA-E	0.832375	heterozygosis: unknown	242
383007071	HLA-E	0.832440	heterozygosis: unknown	243
210800012	HLA-E	0.832466	heterozygosis: yes (1-2)	244
874000021	HLA-E	0.832541	heterozygosis: unknown	245
664934021	HLA-E	0.832568	heterozygosis: unknown	246
1143306101	HLA-E	0.833016	heterozygosis: unknown	247
894207061	HLA-E	0.833229	heterozygosis: yes (1-2)	248
331201042	HLA-E	0.834480	heterozygosis: yes (1-2)	249
382019052	HLA-E	0.834779	heterozygosis: unknown	250
570122061	HLA-E	0.834872	heterozygosis: unknown	251
156202031	HLA-E	0.835237	heterozygosis: yes (1-2)	252
561815021	HLA-E	0.835391	heterozygosis: unknown	253
1336507301	HLA-E	0.835510	heterozygosis: unknown	254
437202011	HLA-E	0.835849	heterozygosis: unknown	255
636902031	HLA-E	0.835888	heterozygosis: unknown	256
535200028	HLA-E	0.836406	heterozygosis: unknown	257
417218092	HLA-E	0.836475	heterozygosis: unknown	258
605228011	HLA-E	0.837148	heterozygosis: unknown	259
594913051	HLA-E	0.837218	heterozygosis: unknown	260
231904021	HLA-E	0.837235	heterozygosis: yes (1-2)	261
1307701101	HLA-E	0.837705	heterozygosis: unknown	262
210800047	HLA-E	0.837747	heterozygosis: unknown	263
146509051	HLA-E	0.837760	heterozygosis: unknown	264
1091616501	HLA-E	0.838429	heterozygosis: yes (1-2)	265
282916071	HLA-E	0.838527	heterozygosis: unknown	266
252900011	HLA-E	0.838909	heterozygosis: yes (1-2)	267
105301031	HLA-E	0.839600	heterozygosis: unknown	268
434800024	HLA-E	0.839752	heterozygosis: unknown	269
283910031	HLA-E	0.840333	heterozygosis: unknown	270
210800026	HLA-E	0.840395	heterozygosis: yes (1-2)	271
194211031	HLA-E	0.840509	heterozygosis: yes (1-2)	272
80418051	HLA-E	0.841563	heterozygosis: yes (1-2)	273
536212062	HLA-E	0.842089	heterozygosis: yes (1-2)	274
1117525001	HLA-E	0.843048	heterozygosis: yes (1-2)	275
422211031	HLA-E	0.844057	heterozygosis: unknown	276
567100315	HLA-E	0.844693	heterozygosis: unknown	277
342309061	HLA-E	0.844788	heterozygosis: unknown	278
326712081	HLA-E	0.844843	heterozygosis: unknown	279
12813033	HLA-E	0.844929	heterozygosis: unknown	280
225204032	HLA-E	0.844931	heterozygosis: unknown	281
676719081	HLA-E	0.844996	heterozygosis: unknown	282
481732011	HLA-E	0.845424	heterozygosis: unknown	283
645401031	HLA-E	0.845503	heterozygosis: yes (1-2)	284
693209051	HLA-E	0.845640	heterozygosis: unknown	285
242605081	HLA-E	0.846226	heterozygosis: unknown	286
479725051	HLA-E	0.846878	heterozygosis: unknown	287
272106071	HLA-E	0.846885	heterozygosis: unknown	288
246323051	HLA-E	0.847562	heterozygosis: unknown	289
1095415601	HLA-E	0.847588	heterozygosis: yes (1-2)	290
295309041	HLA-E	0.847650	heterozygosis: yes (1-2)	291
407000434	HLA-E	0.847760	heterozygosis: unknown	292
1126220301	HLA-E	0.847969	heterozygosis: unknown	293
1187601202	HLA-E	0.848003	heterozygosis: unknown	294
1092662101	HLA-E	0.848046	heterozygosis: unknown	295
1164621101	HLA-E	0.848451	heterozygosis: unknown	296
477714051	HLA-E	0.848587	heterozygosis: unknown	297
837001011	HLA-E	0.848860	heterozygosis: unknown	298
270103041	HLA-E	0.848992	heterozygosis: unknown	299
1224835901	HLA-E	0.849054	heterozygosis: yes (1-2)	300
243607091	HLA-E	0.849573	heterozygosis: unknown	301
275108081	HLA-E	0.849857	heterozygosis: unknown	302
1199548101	HLA-E	0.850759	heterozygosis: unknown	303
24312081	HLA-E	0.850816	heterozygosis: unknown	304
827607111	HLA-E	0.851149	heterozygosis: yes (1-2)	305
309300061	HLA-E	0.851397	heterozygosis: yes (1-2)	306
1061309301	HLA-E	0.851467	heterozygosis: unknown	307
697206072	HLA-E	0.852273	heterozygosis: unknown	308
1101303201	HLA-E	0.852498	heterozygosis: unknown	309
210800061	HLA-E	0.852754	heterozygosis: yes (1-2)	310
471201042	HLA-E	0.852778	heterozygosis: yes (1-2)	311
1111319301	HLA-E	0.852908	heterozygosis: unknown	312
607502081	HLA-E	0.853141	heterozygosis: unknown	313
841108042	HLA-E	0.853707	heterozygosis: yes (1-2)	314
572122013	HLA-E	0.853980	heterozygosis: yes (1-2)	315
646405061	HLA-E	0.854477	heterozygosis: unknown	316
352105011	HLA-E	0.854523	heterozygosis: unknown	317
153206102	HLA-E	0.855174	heterozygosis: unknown	318
210800048	HLA-E	0.855314	heterozygosis: unknown	319
1052007701	HLA-E	0.855871	heterozygosis: yes (1-2)	320
1098222101	HLA-E	0.855940	heterozygosis: unknown	321
1300308501	HLA-E	0.856144	heterozygosis: unknown	322
848331071	HLA-E	0.856555	heterozygosis: unknown	323
210800078	HLA-E	0.856695	heterozygosis: unknown	324
136923081	HLA-E	0.856921	heterozygosis: unknown	325
1183605501	HLA-E	0.857407	heterozygosis: unknown	326
166919061	HLA-E	0.857428	heterozygosis: unknown	327
495919111	HLA-E	0.857933	heterozygosis: yes (1-2)	328
1093410201	HLA-E	0.858244	heterozygosis: unknown	329
210800060	HLA-E	0.858301	heterozygosis: unknown	330
17912032	HLA-E	0.858322	heterozygosis: unknown	331
510512061	HLA-E	0.858491	heterozygosis: unknown	332
86428052	HLA-E	0.858552	heterozygosis: unknown	333
843112071	HLA-E	0.859113	heterozygosis: yes (1-2)	334
552809062	HLA-E	0.859182	heterozygosis: unknown	335
157610031	HLA-E	0.859219	heterozygosis: yes (1-2)	336
1085674901	HLA-E	0.859392	heterozygosis: unknown	337
285626052	HLA-E	0.859532	heterozygosis: yes (1-2)	338
1032827101	HLA-E	0.860453	heterozygosis: yes (1-2)	339
1014604901	HLA-E	0.861267	heterozygosis: unknown	340
588314051	HLA-E	0.861359	heterozygosis: unknown	341
170918061	HLA-E	0.861752	heterozygosis: unknown	342
877819091	HLA-E	0.862000	heterozygosis: unknown	343
503914062	HLA-E	0.862078	heterozygosis: unknown	344
149213051	HLA-E	0.862078	heterozygosis: unknown	345
1041302101	HLA-E	0.862128	heterozygosis: unknown	346
210800072	HLA-E	0.862209	heterozygosis: unknown	347
117731031	HLA-E	0.862522	heterozygosis: unknown	348
525900031	HLA-E	0.862981	heterozygosis: unknown	349
1282622601	HLA-E	0.863033	heterozygosis: unknown	350
1162610301	HLA-E	0.863825	heterozygosis: yes (1-2)	351
305100171	HLA-E	0.864102	heterozygosis: unknown	352
1172507501	HLA-E	0.864338	heterozygosis: yes (1-2)	353
210800058	HLA-E	0.864640	heterozygosis: yes (1-2)	354
533802051	HLA-E	0.865248	heterozygosis: unknown	355
141707011	HLA-E	0.865340	heterozygosis: yes (1-2)	356
386832101	HLA-E	0.865829	heterozygosis: unknown	357
210800050	HLA-E	0.865938	heterozygosis: yes (1-2)	358
829211061	HLA-E	0.866707	heterozygosis: unknown	359
210800115	HLA-E	0.866870	heterozygosis: yes (1-2)	360
438800029	HLA-E	0.866926	heterozygosis: unknown	361
826605072	HLA-E	0.866946	heterozygosis: yes (1-2)	362
1113557401	HLA-E	0.867115	heterozygosis: unknown	363
688929011	HLA-E	0.867172	heterozygosis: yes (1-2)	364
1165600901	HLA-E	0.867285	heterozygosis: unknown	365
250214101	HLA-E	0.867369	heterozygosis: yes (1-2)	366
224309081	HLA-E	0.868631	heterozygosis: unknown	367
461911071	HLA-E	0.868820	heterozygosis: unknown	368
106301032	HLA-E	0.869327	heterozygosis: unknown	369
198305011	HLA-E	0.869390	heterozygosis: unknown	370
1067305201	HLA-E	0.869519	heterozygosis: unknown	371
1230536501	HLA-E	0.869524	heterozygosis: unknown	372
420213011	HLA-E	0.869586	heterozygosis: unknown	373
823810121	HLA-E	0.869586	heterozygosis: unknown	374
218208091	HLA-E	0.869840	heterozygosis: unknown	375
210800042	HLA-E	0.870104	heterozygosis: unknown	376
1263534501	HLA-E	0.870465	heterozygosis: unknown	377
165919051	HLA-E	0.870560	heterozygosis: unknown	378
1151210901	HLA-E	0.870951	heterozygosis: unknown	379
1035816701	HLA-E	0.871196	heterozygosis: unknown	380
210800103	HLA-E	0.871636	heterozygosis: unknown	381
426111081	HLA-E	0.871684	heterozygosis: unknown	382
602211091	HLA-E	0.871937	heterozygosis: unknown	383
1036806701	HLA-E	0.872164	heterozygosis: unknown	384
318933021	HLA-E	0.872318	heterozygosis: unknown	385
84428022	HLA-E	0.872750	heterozygosis: unknown	386
559809021	HLA-E	0.872788	heterozygosis: unknown	387
104116082	HLA-E	0.872966	heterozygosis: yes (1-2)	388
179800101	HLA-E	0.873244	heterozygosis: unknown	389
299100051	HLA-E	0.873311	heterozygosis: unknown	390
861812011	HLA-E	0.873593	heterozygosis: yes (1-2)	391
816400231	HLA-E	0.873785	heterozygosis: yes (1-2)	392
210800065	HLA-E	0.873928	heterozygosis: unknown	393
1157101101	HLA-E	0.874132	heterozygosis: unknown	394
18912051	HLA-E	0.874356	heterozygosis: unknown	395
492910021	HLA-E	0.874401	heterozygosis: unknown	396
1150414501	HLA-E	0.874454	heterozygosis: yes (1-2)	397
468402011	HLA-E	0.874668	heterozygosis: yes (1-2)	398
394400011	HLA-E	0.874806	heterozygosis: unknown	399
22309072	HLA-E	0.875120	heterozygosis: unknown	400
1141109101	HLA-E	0.875181	heterozygosis: unknown	401
1257013101	HLA-E	0.875953	heterozygosis: unknown	402
1082416301	HLA-E	0.876008	heterozygosis: yes (1-2)	403
210800035	HLA-E	0.876251	heterozygosis: unknown	404
210807000	HLA-E	0.876483	heterozygosis: yes (1-2)	405
385823082	HLA-E	0.876513	heterozygosis: yes (1-2)	406
239601011	HLA-E	0.876526	heterozygosis: unknown	407
31823101	HLA-E	0.876925	heterozygosis: unknown	408
367814101	HLA-E	0.877088	heterozygosis: yes (1-2)	409
196216032	HLA-E	0.877457	heterozygosis: yes (1-2)	410
551800070	HLA-E	0.878033	heterozygosis: yes (1-2)	411
539224062	HLA-E	0.878449	heterozygosis: yes (1-2)	412
1088603301	HLA-E	0.878700	heterozygosis: unknown	413
210800089	HLA-E	0.878842	heterozygosis: unknown	414
210800133	HLA-E	0.878995	heterozygosis: unknown	415
397725012	HLA-E	0.879086	heterozygosis: unknown	416
1077418301	HLA-E	0.879150	heterozygosis: yes (1-2)	417
1267601501	HLA-E	0.879558	heterozygosis: unknown	418
610503102	HLA-E	0.880329	heterozygosis: unknown	419
1175511701	HLA-E	0.880777	heterozygosis: yes (1-2)	420
504900367	HLA-E	0.881114	heterozygosis: unknown	421
1023311101	HLA-E	0.881237	heterozygosis: yes (1-2)	422
210800142	HLA-E	0.881543	heterozygosis: yes (1-2)	423
685903011	HLA-E	0.881679	heterozygosis: unknown	424
210800046	HLA-E	0.881920	heterozygosis: unknown	425
261805051	HLA-E	0.882011	heterozygosis: yes (1-2)	426
1328603701	HLA-E	0.882097	heterozygosis: unknown	427
1303610901	HLA-E	0.883071	heterozygosis: unknown	428
147213061	HLA-E	0.883510	heterozygosis: unknown	429
1002209901	HLA-E	0.883582	heterozygosis: unknown	430
1278601602	HLA-E	0.883728	heterozygosis: yes (1-2)	431
300100061	HLA-E	0.883820	heterozygosis: unknown	432
1253306101	HLA-E	0.883947	heterozygosis: unknown	433
1299323301	HLA-E	0.884175	heterozygosis: unknown	434
518624081	HLA-E	0.884222	heterozygosis: unknown	435
1129125002	HLA-E	0.884367	heterozygosis: unknown	436
893226021	HLA-E	0.884871	heterozygosis: unknown	437
1249232701	HLA-E	0.884936	heterozygosis: unknown	438
401217031	HLA-E	0.885595	heterozygosis: yes (1-2)	439
308300051	HLA-E	0.885690	heterozygosis: unknown	440
432800071	HLA-E	0.885774	heterozygosis: unknown	441
589000356	HLA-E	0.885989	heterozygosis: unknown	442
361100250	HLA-E	0.886186	heterozygosis: unknown	443
152206101	HLA-E	0.886782	heterozygosis: unknown	444
673715061	HLA-E	0.887139	heterozygosis: yes (1-2)	445
210800016	HLA-E	0.887498	heterozygosis: unknown	446
210800104	HLA-E	0.887700	heterozygosis: yes (1-2)	447
687912091	HLA-E	0.887929	heterozygosis: unknown	448
424320092	HLA-E	0.888579	heterozygosis: yes (1-2)	449
506417051	HLA-E	0.888625	heterozygosis: yes (1-2)	450
247327031	HLA-E	0.889132	heterozygosis: unknown	451
216211041	HLA-E	0.889322	heterozygosis: unknown	452
622523092	HLA-E	0.889578	heterozygosis: unknown	453
514708022	HLA-E	0.890462	heterozygosis: unknown	454
515000447	HLA-E	0.890528	heterozygosis: unknown	455
421218041	HLA-E	0.890991	heterozygosis: unknown	456
381016011	HLA-E	0.891285	heterozygosis: unknown	457
210800093	HLA-E	0.891309	heterozygosis: unknown	458
1198546501	HLA-E	0.891336	heterozygosis: yes (1-2)	459
82425021	HLA-E	0.891514	heterozygosis: unknown	460
52103052	HLA-E	0.891624	heterozygosis: unknown	461
634300224	HLA-E	0.891628	heterozygosis: unknown	462
320712091	HLA-E	0.892536	heterozygosis: unknown	463
213720091	HLA-E	0.892953	heterozygosis: unknown	464
210800141	HLA-E	0.893141	heterozygosis: yes (1-2)	465
1131137001	HLA-E	0.893322	heterozygosis: yes (1-2)	466
558809011	HLA-E	0.893711	heterozygosis: unknown	467
472700136	HLA-E	0.893875	heterozygosis: unknown	468
57914021	HLA-E	0.893964	heterozygosis: unknown	469
1080414201	HLA-E	0.894042	heterozygosis: unknown	470
210800100	HLA-E	0.894222	heterozygosis: unknown	471
1046324501	HLA-E	0.894400	heterozygosis: unknown	472
625528081	HLA-E	0.894799	heterozygosis: unknown	473
1286518101	HLA-E	0.895279	heterozygosis: unknown	474
188711071	HLA-E	0.895725	heterozygosis: unknown	475
10227052	HLA-E	0.896269	heterozygosis: unknown	476
