Sample	Gene	Ratio	Heterozygosis	Order
83425022	LILRB4	0.382161	heterozygosis: unknown	42
210800139	LILRB4	0.383395	heterozygosis: unknown	43
350817072	LILRB4	0.383624	heterozygosis: unknown	44
53409011	LILRB4	0.383798	heterozygosis: yes (1-2)	45
665921081	LILRB4	0.384019	heterozygosis: unknown	46
3173319102	LILRB4	0.384563	heterozygosis: unknown	47
210800038	LILRB4	0.385114	heterozygosis: unknown	48
1307701101	LILRB4	0.385462	heterozygosis: unknown	49
27319021	LILRB4	0.385681	heterozygosis: unknown	50
666442081	LILRB4	0.385769	heterozygosis: unknown	51
210800122	LILRB4	0.386079	heterozygosis: unknown	52
687912091	LILRB4	0.386255	heterozygosis: unknown	53
1062301301	LILRB4	0.386695	heterozygosis: yes (>2)	54
182806101	LILRB4	0.388251	heterozygosis: yes (1-2)	55
585016092	LILRB4	0.389143	heterozygosis: unknown	56
177023091	LILRB4	0.389207	heterozygosis: unknown	57
439833011	LILRB4	0.389215	heterozygosis: unknown	58
586000089	LILRB4	0.390921	heterozygosis: unknown	59
230727081	LILRB4	0.391709	heterozygosis: yes (1-2)	60
210800120	LILRB4	0.392060	heterozygosis: unknown	61
587011051	LILRB4	0.393581	heterozygosis: unknown	62
210800094	LILRB4	0.393632	heterozygosis: unknown	63
351944071	LILRB4	0.393706	heterozygosis: unknown	64
386832101	LILRB4	0.395038	heterozygosis: unknown	65
197226051	LILRB4	0.395528	heterozygosis: unknown	66
1037800501	LILRB4	0.395901	heterozygosis: unknown	67
1316014101	LILRB4	0.396384	heterozygosis: unknown	68
1165600901	LILRB4	0.396647	heterozygosis: unknown	69
210800044	LILRB4	0.396659	heterozygosis: yes (1-2)	70
545000422	LILRB4	0.397198	heterozygosis: unknown	71
210800014	LILRB4	0.397400	heterozygosis: unknown	72
1059310901	LILRB4	0.397868	heterozygosis: unknown	73
262805052	LILRB4	0.398447	heterozygosis: unknown	74
858000540	LILRB4	0.398565	heterozygosis: unknown	75
1314207601	LILRB4	0.398726	heterozygosis: yes (1-2)	76
384010051	LILRB4	0.398960	heterozygosis: unknown	77
210800056	LILRB4	0.399258	heterozygosis: unknown	78
806105102	LILRB4	0.399659	heterozygosis: unknown	79
1264618401	LILRB4	0.400318	heterozygosis: unknown	80
55911051	LILRB4	0.401145	heterozygosis: unknown	81
210800076	LILRB4	0.401501	heterozygosis: unknown	82
507933012	LILRB4	0.401511	heterozygosis: unknown	83
1287202101	LILRB4	0.401647	heterozygosis: unknown	84
259801031	LILRB4	0.402489	heterozygosis: yes (1-2)	85
508308101	LILRB4	0.402604	heterozygosis: yes (1-2)	86
1311000301	LILRB4	0.402884	heterozygosis: unknown	87
1092662101	LILRB4	0.402897	heterozygosis: unknown	88
327601041	LILRB4	0.402914	heterozygosis: unknown	89
1007215301	LILRB4	0.404617	heterozygosis: unknown	90
677226041	LILRB4	0.405099	heterozygosis: unknown	91
693209051	LILRB4	0.405380	heterozygosis: unknown	92
1231532101	LILRB4	0.405464	heterozygosis: unknown	93
31823101	LILRB4	0.405860	heterozygosis: unknown	94
881813041	LILRB4	0.406271	heterozygosis: unknown	95
590000426	LILRB4	0.406417	heterozygosis: unknown	96
168921021	LILRB4	0.406441	heterozygosis: unknown	97
567100315	LILRB4	0.406484	heterozygosis: unknown	98
824810122	LILRB4	0.406771	heterozygosis: yes (1-2)	99
1339531301	LILRB4	0.407154	heterozygosis: unknown	100
1250226501	LILRB4	0.407189	heterozygosis: unknown	101
870400071	LILRB4	0.407366	heterozygosis: unknown	102
216211041	LILRB4	0.407551	heterozygosis: unknown	103
100102082	LILRB4	0.407981	heterozygosis: unknown	104
210800047	LILRB4	0.408425	heterozygosis: unknown	105
849106091	LILRB4	0.408663	heterozygosis: unknown	106
222409102	LILRB4	0.409027	heterozygosis: unknown	107
1267601501	LILRB4	0.409172	heterozygosis: unknown	108
321701011	LILRB4	0.409711	heterozygosis: unknown	109
1170503901	LILRB4	0.409915	heterozygosis: yes (1-2)	110
488428071	LILRB4	0.410312	heterozygosis: unknown	111
210800130	LILRB4	0.410412	heterozygosis: unknown	112
218208091	LILRB4	0.410521	heterozygosis: unknown	113
435800114	LILRB4	0.410773	heterozygosis: unknown	114
1018621701	LILRB4	0.410790	heterozygosis: yes (1-2)	115
529900111	LILRB4	0.410802	heterozygosis: unknown	116
152206101	LILRB4	0.411224	heterozygosis: unknown	117
210800065	LILRB4	0.411865	heterozygosis: unknown	118
593918082	LILRB4	0.411986	heterozygosis: unknown	119
210800053	LILRB4	0.412171	heterozygosis: unknown	120
278900185	LILRB4	0.412202	heterozygosis: unknown	121
194211031	LILRB4	0.412953	heterozygosis: unknown	122
113306062	LILRB4	0.412958	heterozygosis: unknown	123
159210011	LILRB4	0.413672	heterozygosis: unknown	124
805105101	LILRB4	0.413783	heterozygosis: unknown	125
1027328701	LILRB4	0.414045	heterozygosis: yes (1-2)	126
1243300102	LILRB4	0.414268	heterozygosis: unknown	127
646405061	LILRB4	0.414424	heterozygosis: unknown	128
166919061	LILRB4	0.414543	heterozygosis: yes (1-2)	129
820000506	LILRB4	0.415069	heterozygosis: unknown	130
832901032	LILRB4	0.415241	heterozygosis: unknown	131
552809062	LILRB4	0.415325	heterozygosis: yes (1-2)	132
464151061	LILRB4	0.415352	heterozygosis: unknown	133
692420091	LILRB4	0.416223	heterozygosis: unknown	134
470201041	LILRB4	0.416639	heterozygosis: yes (1-2)	135
210800093	LILRB4	0.416791	heterozygosis: yes (1-2)	136
494918051	LILRB4	0.416820	heterozygosis: yes (1-2)	137
195211032	LILRB4	0.417008	heterozygosis: unknown	138
643417011	LILRB4	0.417142	heterozygosis: unknown	139
1054020501	LILRB4	0.417367	heterozygosis: unknown	140
619507061	LILRB4	0.417383	heterozygosis: unknown	141
157610031	LILRB4	0.417548	heterozygosis: yes (1-2)	142
560809022	LILRB4	0.417704	heterozygosis: yes (1-2)	143
1190114802	LILRB4	0.417768	heterozygosis: yes (1-2)	144
558809011	LILRB4	0.418099	heterozygosis: unknown	145
1239325901	LILRB4	0.418422	heterozygosis: unknown	146
1263534501	LILRB4	0.418797	heterozygosis: unknown	147
1189134901	LILRB4	0.420068	heterozygosis: unknown	148
153206102	LILRB4	0.420162	heterozygosis: yes (1-2)	149
1047326101	LILRB4	0.420789	heterozygosis: unknown	150
14833012	LILRB4	0.420796	heterozygosis: yes (1-2)	151
840007041	LILRB4	0.421489	heterozygosis: yes (1-2)	152
523704101	LILRB4	0.421721	heterozygosis: unknown	153
522715031	LILRB4	0.421929	heterozygosis: unknown	154
864914071	LILRB4	0.422193	heterozygosis: unknown	155
393400101	LILRB4	0.422526	heterozygosis: yes (1-2)	156
1202536101	LILRB4	0.422548	heterozygosis: unknown	157
574003082	LILRB4	0.422685	heterozygosis: unknown	158
1251233701	LILRB4	0.422951	heterozygosis: unknown	159
579020062	LILRB4	0.422951	heterozygosis: unknown	160
583016011	LILRB4	0.423030	heterozygosis: unknown	161
210800042	LILRB4	0.423101	heterozygosis: unknown	162
398725051	LILRB4	0.423140	heterozygosis: unknown	163
877819091	LILRB4	0.423552	heterozygosis: yes (1-2)	164
1176601101	LILRB4	0.423715	heterozygosis: unknown	165
1154200401	LILRB4	0.423795	heterozygosis: unknown	166
1210206401	LILRB4	0.424082	heterozygosis: yes (1-2)	167
243607091	LILRB4	0.424092	heterozygosis: unknown	168
843112071	LILRB4	0.424375	heterozygosis: yes (1-2)	169
826605072	LILRB4	0.425221	heterozygosis: unknown	170
149213051	LILRB4	0.425235	heterozygosis: yes (1-2)	171
33838042	LILRB4	0.425273	heterozygosis: unknown	172
417218092	LILRB4	0.425446	heterozygosis: unknown	173
247327031	LILRB4	0.425904	heterozygosis: unknown	174
1077418301	LILRB4	0.426119	heterozygosis: yes (1-2)	175
12813033	LILRB4	0.426655	heterozygosis: yes (1-2)	176
599208021	LILRB4	0.427054	heterozygosis: unknown	177
196216032	LILRB4	0.427316	heterozygosis: unknown	178
283910031	LILRB4	0.427559	heterozygosis: yes (1-2)	179
67903011	LILRB4	0.427734	heterozygosis: unknown	180
397725012	LILRB4	0.427984	heterozygosis: unknown	181
647405102	LILRB4	0.428176	heterozygosis: unknown	182
1297013901	LILRB4	0.428392	heterozygosis: unknown	183
303100081	LILRB4	0.428465	heterozygosis: unknown	184
446303051	LILRB4	0.428650	heterozygosis: unknown	185
475700124	LILRB4	0.428737	heterozygosis: unknown	186
1048328901	LILRB4	0.428772	heterozygosis: unknown	187
674703041	LILRB4	0.429040	heterozygosis: unknown	188
1185611601	LILRB4	0.429073	heterozygosis: unknown	189
486425051	LILRB4	0.429083	heterozygosis: unknown	190
1038800301	LILRB4	0.429295	heterozygosis: unknown	191
198305011	LILRB4	0.429565	heterozygosis: unknown	192
225204032	LILRB4	0.429591	heterozygosis: unknown	193
1119561901	LILRB4	0.429632	heterozygosis: yes (1-2)	194
416215041	LILRB4	0.429670	heterozygosis: unknown	195
15843041	LILRB4	0.429713	heterozygosis: unknown	196
1032827101	LILRB4	0.429747	heterozygosis: unknown	197
611508041	LILRB4	0.430569	heterozygosis: unknown	198
564832012	LILRB4	0.430708	heterozygosis: unknown	199
1254306102	LILRB4	0.430975	heterozygosis: unknown	200
210800037	LILRB4	0.431098	heterozygosis: yes (1-2)	201
13813041	LILRB4	0.431185	heterozygosis: unknown	202
203323011	LILRB4	0.431294	heterozygosis: unknown	203
576000031	LILRB4	0.431779	heterozygosis: unknown	204
1340826701	LILRB4	0.431871	heterozygosis: unknown	205
839007051	LILRB4	0.431873	heterozygosis: unknown	206
374100071	LILRB4	0.431997	heterozygosis: unknown	207
101106071	LILRB4	0.432480	heterozygosis: unknown	208
1144306901	LILRB4	0.432495	heterozygosis: unknown	209
82425021	LILRB4	0.432613	heterozygosis: unknown	210
1072310801	LILRB4	0.432729	heterozygosis: unknown	211
80418051	LILRB4	0.433004	heterozygosis: unknown	212
284626051	LILRB4	0.433070	heterozygosis: unknown	213
1014604901	LILRB4	0.433122	heterozygosis: unknown	214
571000358	LILRB4	0.433724	heterozygosis: unknown	215
837001011	LILRB4	0.433814	heterozygosis: unknown	216
471201042	LILRB4	0.433933	heterozygosis: unknown	217
882730051	LILRB4	0.433995	heterozygosis: unknown	218
636902031	LILRB4	0.434226	heterozygosis: unknown	219
319416011	LILRB4	0.434898	heterozygosis: yes (1-2)	220
530900091	LILRB4	0.435065	heterozygosis: unknown	221
43140021	LILRB4	0.435282	heterozygosis: unknown	222
879809041	LILRB4	0.435478	heterozygosis: yes (1-2)	223
831205021	LILRB4	0.436186	heterozygosis: unknown	224
533802051	LILRB4	0.436343	heterozygosis: yes (1-2)	225
1261523701	LILRB4	0.436432	heterozygosis: yes (1-2)	226
473700138	LILRB4	0.436459	heterozygosis: unknown	227
1044307701	LILRB4	0.436638	heterozygosis: unknown	228
883701052	LILRB4	0.436660	heterozygosis: unknown	229
1074415201	LILRB4	0.436708	heterozygosis: yes (1-2)	230
214709101	LILRB4	0.436928	heterozygosis: yes (1-2)	231
1116208702	LILRB4	0.437718	heterozygosis: unknown	232
556827101	LILRB4	0.437819	heterozygosis: yes (1-2)	233
1000206901	LILRB4	0.437951	heterozygosis: unknown	234
426111081	LILRB4	0.438119	heterozygosis: yes (1-2)	235
117731031	LILRB4	0.438349	heterozygosis: yes (1-2)	236
876806031	LILRB4	0.438453	heterozygosis: unknown	237
210800054	LILRB4	0.438535	heterozygosis: unknown	238
16907052	LILRB4	0.438778	heterozygosis: unknown	239
517622031	LILRB4	0.438785	heterozygosis: unknown	240
420213011	LILRB4	0.438989	heterozygosis: unknown	241
631000405	LILRB4	0.439075	heterozygosis: yes (1-2)	242
559809021	LILRB4	0.439096	heterozygosis: unknown	243
810200141	LILRB4	0.439096	heterozygosis: unknown	244
51103051	LILRB4	0.439137	heterozygosis: yes (1-2)	245
210800050	LILRB4	0.439282	heterozygosis: unknown	246
467000378	LILRB4	0.439384	heterozygosis: unknown	247
1093410201	LILRB4	0.439485	heterozygosis: unknown	248
1096407801	LILRB4	0.439911	heterozygosis: unknown	249
1017620101	LILRB4	0.439987	heterozygosis: unknown	250
142707081	LILRB4	0.439989	heterozygosis: unknown	251
489404031	LILRB4	0.440025	heterozygosis: unknown	252
257801021	LILRB4	0.440030	heterozygosis: unknown	253
1090670301	LILRB4	0.440251	heterozygosis: unknown	254
863900061	LILRB4	0.440809	heterozygosis: yes (1-2)	255
695209021	LILRB4	0.440834	heterozygosis: yes (1-2)	256
253900058	LILRB4	0.441135	heterozygosis: unknown	257
1098222101	LILRB4	0.441253	heterozygosis: yes (1-2)	258
614202101	LILRB4	0.441452	heterozygosis: unknown	259
258801022	LILRB4	0.441512	heterozygosis: unknown	260
372100051	LILRB4	0.441714	heterozygosis: unknown	261
671208082	LILRB4	0.441880	heterozygosis: unknown	262
853216071	LILRB4	0.441907	heterozygosis: unknown	263
131909101	LILRB4	0.442208	heterozygosis: unknown	264
1217612301	LILRB4	0.442314	heterozygosis: yes (1-2)	265
210800104	LILRB4	0.442349	heterozygosis: unknown	266
1216606101	LILRB4	0.442424	heterozygosis: unknown	267
1169524101	LILRB4	0.442483	heterozygosis: unknown	268
210800078	LILRB4	0.442584	heterozygosis: unknown	269
375100081	LILRB4	0.442758	heterozygosis: yes (1-2)	270
210800041	LILRB4	0.442889	heterozygosis: unknown	271
1279606101	LILRB4	0.443209	heterozygosis: unknown	272
1241322501	LILRB4	0.443326	heterozygosis: unknown	273
190731091	LILRB4	0.443467	heterozygosis: unknown	274
10227052	LILRB4	0.443561	heterozygosis: yes (1-2)	275
676719081	LILRB4	0.443930	heterozygosis: unknown	276
362105011	LILRB4	0.443938	heterozygosis: unknown	277
276110121	LILRB4	0.444818	heterozygosis: unknown	278
339028131	LILRB4	0.444851	heterozygosis: unknown	279
1016611301	LILRB4	0.444930	heterozygosis: unknown	280
1195412401	LILRB4	0.444945	heterozygosis: unknown	281
1238224501	LILRB4	0.444979	heterozygosis: unknown	282
307300032	LILRB4	0.444988	heterozygosis: unknown	283
694209052	LILRB4	0.445051	heterozygosis: unknown	284
1122217501	LILRB4	0.445268	heterozygosis: unknown	285
207701083	LILRB4	0.445375	heterozygosis: unknown	286
42140012	LILRB4	0.445891	heterozygosis: unknown	287
681000475	LILRB4	0.446003	heterozygosis: unknown	288
289911091	LILRB4	0.446457	heterozygosis: unknown	289
1273214701	LILRB4	0.446485	heterozygosis: unknown	290
495919111	LILRB4	0.446655	heterozygosis: unknown	291
1205554501	LILRB4	0.446685	heterozygosis: yes (1-2)	292
565126021	LILRB4	0.446694	heterozygosis: unknown	293
1171507301	LILRB4	0.446732	heterozygosis: yes (1-2)	294
635323081	LILRB4	0.446833	heterozygosis: yes (1-2)	295
526900011	LILRB4	0.446847	heterozygosis: yes (1-2)	296
1107311001	LILRB4	0.447103	heterozygosis: yes (1-2)	297
421218041	LILRB4	0.447460	heterozygosis: yes (1-2)	298
1174511301	LILRB4	0.447571	heterozygosis: unknown	299
1150414501	LILRB4	0.447644	heterozygosis: unknown	300
355101021	LILRB4	0.447729	heterozygosis: unknown	301
642705082	LILRB4	0.447974	heterozygosis: unknown	302
885000534	LILRB4	0.448022	heterozygosis: yes (1-2)	303
141707011	LILRB4	0.448056	heterozygosis: unknown	304
645401031	LILRB4	0.448290	heterozygosis: unknown	305
506417051	LILRB4	0.448500	heterozygosis: unknown	306
1255325901	LILRB4	0.448845	heterozygosis: yes (1-2)	307
394400011	LILRB4	0.448888	heterozygosis: unknown	308
492910021	LILRB4	0.449040	heterozygosis: yes (1-2)	309
463137092	LILRB4	0.449074	heterozygosis: unknown	310
803123042	LILRB4	0.449160	heterozygosis: unknown	311
477714051	LILRB4	0.449415	heterozygosis: yes (1-2)	312
296309042	LILRB4	0.449482	heterozygosis: yes (1-2)	313
139111041	LILRB4	0.449548	heterozygosis: unknown	314
1024311301	LILRB4	0.449962	heterozygosis: unknown	315
1003210301	LILRB4	0.450046	heterozygosis: unknown	316
252900011	LILRB4	0.450124	heterozygosis: unknown	317
210800051	LILRB4	0.450206	heterozygosis: unknown	318
210800063	LILRB4	0.450279	heterozygosis: unknown	319
1036806701	LILRB4	0.450364	heterozygosis: unknown	320
210800012	LILRB4	0.450742	heterozygosis: unknown	321
114306102	LILRB4	0.450817	heterozygosis: unknown	322
1237235701	LILRB4	0.450833	heterozygosis: yes (1-2)	323
1126220301	LILRB4	0.450986	heterozygosis: unknown	324
1145306902	LILRB4	0.450999	heterozygosis: unknown	325
554824101	LILRB4	0.451141	heterozygosis: unknown	326
210800101	LILRB4	0.451292	heterozygosis: unknown	327
852220051	LILRB4	0.451431	heterozygosis: unknown	328
1159519001	LILRB4	0.451739	heterozygosis: unknown	329
219208092	LILRB4	0.451966	heterozygosis: unknown	330
210322011	LILRB4	0.452063	heterozygosis: yes (1-2)	331
547000448	LILRB4	0.452229	heterozygosis: unknown	332
392400061	LILRB4	0.452291	heterozygosis: unknown	333
34930051	LILRB4	0.452296	heterozygosis: unknown	334
601211052	LILRB4	0.452554	heterozygosis: unknown	335
1224835901	LILRB4	0.452670	heterozygosis: unknown	336
525900031	LILRB4	0.452736	heterozygosis: yes (1-2)	337
513111021	LILRB4	0.453006	heterozygosis: yes (1-2)	338
868610051	LILRB4	0.453236	heterozygosis: unknown	339
600211031	LILRB4	0.453706	heterozygosis: unknown	340
290907011	LILRB4	0.453819	heterozygosis: yes (1-2)	341
240601021	LILRB4	0.453884	heterozygosis: unknown	342
406000435	LILRB4	0.454028	heterozygosis: unknown	343
210807000	LILRB4	0.454096	heterozygosis: unknown	344
1070309701	LILRB4	0.454114	heterozygosis: unknown	345
697206072	LILRB4	0.454425	heterozygosis: unknown	346
662000476	LILRB4	0.454468	heterozygosis: unknown	347
1076406101	LILRB4	0.454887	heterozygosis: yes (1-2)	348
538224061	LILRB4	0.454945	heterozygosis: unknown	349
210800105	LILRB4	0.455141	heterozygosis: unknown	350
110306031	LILRB4	0.455199	heterozygosis: unknown	351
1317223701	LILRB4	0.455432	heterozygosis: unknown	352
1196421401	LILRB4	0.455883	heterozygosis: unknown	353
568112011	LILRB4	0.455983	heterozygosis: unknown	354
128909102	LILRB4	0.456223	heterozygosis: unknown	355
804131031	LILRB4	0.456244	heterozygosis: unknown	356
833922051	LILRB4	0.456289	heterozygosis: yes (1-2)	357
405811051	LILRB4	0.456543	heterozygosis: unknown	358
1227828901	LILRB4	0.456855	heterozygosis: unknown	359
800207091	LILRB4	0.456939	heterozygosis: unknown	360
1283622602	LILRB4	0.457031	heterozygosis: unknown	361
1030315301	LILRB4	0.457292	heterozygosis: unknown	362
308300051	LILRB4	0.457717	heterozygosis: unknown	363
175020072	LILRB4	0.457745	heterozygosis: unknown	364
1218625501	LILRB4	0.457939	heterozygosis: unknown	365
1068305301	LILRB4	0.458035	heterozygosis: unknown	366
304100101	LILRB4	0.458250	heterozygosis: unknown	367
1022306301	LILRB4	0.458490	heterozygosis: unknown	368
1109317202	LILRB4	0.458496	heterozygosis: unknown	369
434800024	LILRB4	0.458607	heterozygosis: unknown	370
1284314601	LILRB4	0.458650	heterozygosis: yes (1-2)	371
317300161	LILRB4	0.458759	heterozygosis: yes (1-2)	372
1106309302	LILRB4	0.458837	heterozygosis: unknown	373
1143306101	LILRB4	0.458963	heterozygosis: unknown	374
830203042	LILRB4	0.459134	heterozygosis: unknown	375
220211091	LILRB4	0.459319	heterozygosis: unknown	376
580000088	LILRB4	0.459865	heterozygosis: unknown	377
888000458	LILRB4	0.459883	heterozygosis: yes (1-2)	378
608506011	LILRB4	0.459945	heterozygosis: unknown	379
1304510501	LILRB4	0.460059	heterozygosis: yes (1-2)	380
592911051	LILRB4	0.460103	heterozygosis: unknown	381
438800029	LILRB4	0.460168	heterozygosis: unknown	382
299100051	LILRB4	0.460694	heterozygosis: yes (1-2)	383
174003031	LILRB4	0.460838	heterozygosis: yes (1-2)	384
123313091	LILRB4	0.460866	heterozygosis: unknown	385
1146418701	LILRB4	0.460976	heterozygosis: unknown	386
1113557401	LILRB4	0.461091	heterozygosis: unknown	387
1333214001	LILRB4	0.461151	heterozygosis: unknown	388
8227031	LILRB4	0.461433	heterozygosis: unknown	389
210800087	LILRB4	0.461873	heterozygosis: unknown	390
429046101	LILRB4	0.462049	heterozygosis: unknown	391
673715061	LILRB4	0.462182	heterozygosis: unknown	392
1040822501	LILRB4	0.462213	heterozygosis: unknown	393
231904021	LILRB4	0.462292	heterozygosis: unknown	394
370100041	LILRB4	0.462410	heterozygosis: yes (1-2)	395
829211061	LILRB4	0.462690	heterozygosis: unknown	396
210800033	LILRB4	0.462737	heterozygosis: unknown	397
850206101	LILRB4	0.462742	heterozygosis: unknown	398
210800133	LILRB4	0.463436	heterozygosis: unknown	399
1157101101	LILRB4	0.463499	heterozygosis: unknown	400
1223818501	LILRB4	0.463577	heterozygosis: yes (1-2)	401
383007071	LILRB4	0.463702	heterozygosis: unknown	402
63929012	LILRB4	0.463727	heterozygosis: unknown	403
1274204501	LILRB4	0.463765	heterozygosis: unknown	404
1164621101	LILRB4	0.463781	heterozygosis: unknown	405
140706102	LILRB4	0.464035	heterozygosis: yes (1-2)	406
813016061	LILRB4	0.464224	heterozygosis: unknown	407
563000569	LILRB4	0.464320	heterozygosis: unknown	408
690901071	LILRB4	0.464877	heterozygosis: unknown	409
1057014701	LILRB4	0.465055	heterozygosis: unknown	410
1207301001	LILRB4	0.465151	heterozygosis: unknown	411
210800142	LILRB4	0.465513	heterozygosis: yes (1-2)	412
625528081	LILRB4	0.465638	heterozygosis: yes (1-2)	413
263805061	LILRB4	0.465794	heterozygosis: unknown	414
535200028	LILRB4	0.465887	heterozygosis: unknown	415
656901101	LILRB4	0.465915	heterozygosis: yes (1-2)	416
1140104501	LILRB4	0.466031	heterozygosis: unknown	417
1321617901	LILRB4	0.466091	heterozygosis: unknown	418
265812072	LILRB4	0.466146	heterozygosis: unknown	419
696206071	LILRB4	0.466246	heterozygosis: unknown	420
202320082	LILRB4	0.466369	heterozygosis: unknown	421
210800061	LILRB4	0.466492	heterozygosis: unknown	422
408000441	LILRB4	0.466505	heterozygosis: unknown	423
610503102	LILRB4	0.466617	heterozygosis: unknown	424
541230102	LILRB4	0.466623	heterozygosis: unknown	425
569122051	LILRB4	0.467195	heterozygosis: unknown	426
17912032	LILRB4	0.467236	heterozygosis: unknown	427
596906101	LILRB4	0.467281	heterozygosis: unknown	428
445303031	LILRB4	0.467579	heterozygosis: yes (1-2)	429
1008216701	LILRB4	0.467611	heterozygosis: unknown	430
18912051	LILRB4	0.467797	heterozygosis: yes (1-2)	431
246323051	LILRB4	0.467912	heterozygosis: unknown	432
1025318501	LILRB4	0.468134	heterozygosis: yes (1-2)	433
540230101	LILRB4	0.468295	heterozygosis: yes (1-2)	434
1306837101	LILRB4	0.468316	heterozygosis: yes (1-2)	435
461911071	LILRB4	0.468321	heterozygosis: unknown	436
119410052	LILRB4	0.468359	heterozygosis: unknown	437
1060302901	LILRB4	0.468390	heterozygosis: yes (1-2)	438
1275529101	LILRB4	0.468435	heterozygosis: unknown	439
654000467	LILRB4	0.468555	heterozygosis: unknown	440
501910081	LILRB4	0.468588	heterozygosis: unknown	441
210800052	LILRB4	0.468632	heterozygosis: unknown	442
151228102	LILRB4	0.468735	heterozygosis: unknown	443
1135327301	LILRB4	0.468777	heterozygosis: unknown	444
210800123	LILRB4	0.468921	heterozygosis: unknown	445
577000032	LILRB4	0.469044	heterozygosis: unknown	446
1266700901	LILRB4	0.469143	heterozygosis: unknown	447
1232510901	LILRB4	0.469144	heterozygosis: yes (1-2)	448
210800016	LILRB4	0.469174	heterozygosis: unknown	449
309300061	LILRB4	0.469191	heterozygosis: unknown	450
331201042	LILRB4	0.469283	heterozygosis: unknown	451
572122013	LILRB4	0.469560	heterozygosis: unknown	452
1035816701	LILRB4	0.470144	heterozygosis: unknown	453
644417012	LILRB4	0.470492	heterozygosis: yes (1-2)	454
1005214101	LILRB4	0.470536	heterozygosis: yes (1-2)	455
637323091	LILRB4	0.470580	heterozygosis: unknown	456
330201041	LILRB4	0.470589	heterozygosis: yes (1-2)	457
366123012	LILRB4	0.470761	heterozygosis: unknown	458
433800072	LILRB4	0.470871	heterozygosis: yes (1-2)	459
217211042	LILRB4	0.471056	heterozygosis: unknown	460
311300012	LILRB4	0.471076	heterozygosis: unknown	461
210800128	LILRB4	0.471157	heterozygosis: unknown	462
60933051	LILRB4	0.471162	heterozygosis: unknown	463
546000429	LILRB4	0.471177	heterozygosis: unknown	464
410817061	LILRB4	0.471340	heterozygosis: unknown	465
519200295	LILRB4	0.471373	heterozygosis: unknown	466
1281608201	LILRB4	0.471409	heterozygosis: yes (1-2)	467
1141109101	LILRB4	0.471552	heterozygosis: unknown	468
1026319101	LILRB4	0.471555	heterozygosis: unknown	469
210800059	LILRB4	0.471571	heterozygosis: unknown	470
520701041	LILRB4	0.471592	heterozygosis: unknown	471
305100171	LILRB4	0.471793	heterozygosis: yes (1-2)	472
1233501301	LILRB4	0.471960	heterozygosis: unknown	473
237218082	LILRB4	0.472264	heterozygosis: unknown	474
226505041	LILRB4	0.472270	heterozygosis: unknown	475
210800071	LILRB4	0.472451	heterozygosis: unknown	476
332205021	LILRB4	0.472536	heterozygosis: unknown	477
1315510301	LILRB4	0.472578	heterozygosis: unknown	478
